url,name,category,description,gicsCode,industryGroup,naics6Codes,naics6Codes2022,naicsCode,sector,sic4Codes,sicCode,tag_trustedshops,country,countryCode,lat,lng,alexaGlobalRank,email,phoneNumbers,tags,tech,techCategories,timeZone,type,utcOffset
https://blaupunkt-sicherheitssysteme.com,Blaupunkt Sicherheitssysteme,Professional Services,"Blaupunkt Sicherheitssysteme offers professional security solutions for homes, businesses, and apartments. They provide high-quality products and services for alarm systems, video surveillance, and internet-based security alerts.",20201080,Commercial & Professional Services,561621',561621',56,Industrials,7382',73,Professional Services,Germany,DE,50.9205506,6.8520748,5434720,,"+49 221 29196350', '+49 221 2919635', '+49 221 2919633', '+49 221 291963', '+49 221 29196352'","Security', 'Security and Alarm Systems', 'Home & Furniture', 'Smart Home', 'Video Security', 'Safety & Security', 'Business Management and Planning', 'Internet of Things', 'Alarm', 'Monitoring Services', 'B2C'","amazon_associates', 'cloud_flare', 'facebook_advertiser', 'facebook_connect', 'google_tag_manager', 'microsoft_exchange_online', 'outlook', 'woo_commerce', 'wordpress', 'microsoft_office_365', 'stripe', 'twitter_button', 'bing_advertiser', 'conversio'","advertising', 'dns', 'authentication_services', 'tag_management', 'email_hosting_service', 'ecommerce', 'content_management_system', 'productivity', 'payment', 'social_sharing', 'marketing_automation'",Europe/Berlin,private,1
https://blitzhandel24.de,Blitzhandel24,Internet Software & Services,"Blitzhandel24 offers essential Windows Server solutions with precision and commitment to customer satisfaction. We exceed expectations by turning requirements into reality, providing top-notch service and support.",45103010,Software & Services,511210',513210',51,Information Technology,7372',73,Internet Software & Services,Germany,DE,51.165691,10.451526,,,"+49 800 1100077', '+49 5064 692494', '+49 33800 944350', '+49 34900 839771', '+49 4480 00869290', '+49 4880 0702813', '+49 39800 977637', '+32 800 54 458'","Software', 'Information Technology & Services', 'Technology', 'Retail', 'Customer Care', 'Online Business', 'Publishers', 'Information', 'Publishing', 'B2B', 'E-Commerce', 'SAAS'","amazon_payments', 'cloud_flare', 'google_tag_manager', 'zendesk', 'extend', 'stripe'","payment', 'dns', 'tag_management', 'customer_support', 'accounting_and_finance'",Europe/Berlin,private,1
https://bestelectronic.de,bestelectronic.de,Household Durables,bestelectronic.de: German company providing high-quality electronics at affordable prices with fast shipping and reliable customer service.,,Consumer Durables & Apparel,,,33,Consumer Discretionary,,36,Consumer Electronics,Germany,DE,51.165691,10.451526,1950663,"info@bestelectronic.de', 'service@bestelectronic.de'","+49 4638 2229595', '+49 4638 222959', '+49 4638 22295'","Consumer Electronics', 'Online Business', 'Retail', 'Delivery', 'E-Commerce'","amazon_payments', 'cloud_flare', 'facebook_connect', 'google_tag_manager', 'shopify', 'trustpilot', 'typekit_by_adobe', 'klaviyo'","payment', 'dns', 'authentication_services', 'tag_management', 'ecommerce', 'user_engagement', 'website_optimization', 'marketing_automation'",Europe/Berlin,private,1
https://bluefon.de,Blue Fon e. K,Internet Software & Services,Blue Fon e. K is a German company offering innovative electronic accessories and gadgets for phones and audio devices.,,Software & Services,,,54,Information Technology,,87,Internet,Germany,DE,51.165691,10.451526,,,,"Internet', 'Technology', 'B2C'","google_analytics', 'microsoft_exchange_online', 'outlook'","analytics', 'email_hosting_service'",Europe/Berlin,private,1
https://bitinfo.de,BITinfo,Internet Software & Services,"BITinfo Mainz offers a comprehensive concept for your IT infrastructure, covering IT project planning, training, procurement, solutions, service, and archiving. They provide seminars and workshops both online and on-site with Covid-19 hygiene measures....",45102010,Software & Services,541512',541512',54,Information Technology,7379',73,Internet Software & Services,Germany,DE,51.165691,10.451526,4830785,"cwegener@bitinfo.de', 'info@bitinfo.de'",+49 6734 39198',"Information Technology & Services', 'IT Management', 'E-commerce', 'Technology', 'Technology Consulting', 'IT Solutions', 'Procurement', 'Cloud Solutions', 'Corporate Governance', 'Risk Analysis', 'Training & Workshops', 'Document Automation', 'Archiving', 'Office Productivity', 'Security', 'Business Intelligence', 'Advertising & Marketing', 'Computers', 'Design Services', 'Integration Services', 'Consulting & Professional Services', 'B2B', 'B2C', 'SAAS', 'Enterprise'","apache', 'facebook_advertiser', 'facebook_connect', 'google_tag_manager', 'hotjar', 'mailchimp', 'microsoft_exchange_online', 'outlook', 'microsoft_office_365', 'google_maps', 'google_analytics', 'apache_http_server'","web_servers', 'advertising', 'authentication_services', 'tag_management', 'website_optimization', 'email_delivery_service', 'email_hosting_service', 'productivity', 'geolocation', 'analytics'",Europe/Berlin,private,1
https://berlin-hifi.de,Hifi Studio Falkensee,Household Durables,"Hifi Studio Falkensee is a Berlin-based company that specializes in providing high-quality audio equipment and services. With a wide range of products including speakers, amplifiers, turntables, and headphones, Hifi Studio Falkensee caters to both audi...",25504020,Consumer Durables & Apparel,443142',449210',44,Consumer Discretionary,7622',76,Consumer Electronics,Germany,DE,51.165691,10.451526,12125365,info@berlin-hifi.de',,"Retail', 'Consumer Electronics', 'Audio', 'Home & Furniture', 'Audio/Visual Equipment', 'Artists and Musicians', 'Computers', 'Wireless Communications', 'Tech Accessories', 'Internet', 'Technology', 'B2B', 'B2C'","nginx', 'xt_commerce', 'recaptcha', 'google_analytics'","web_servers', 'ecommerce', 'authentication_services', 'analytics'",Europe/Berlin,private,1
https://berrybase.de,BerryBase,Electrical Equipment,"BerryBase is an online maker shop for DIY electronics enthusiasts, offering a wide selection, fast delivery, and affordable prices for all your DIY projects.",25501010,Capital Goods,423690',423690',42,Industrials,5065',50,Electrical Equipment,Germany,DE,51.165691,10.451526,142604,info@berrybase.de',"+49 2131 10950', '+49 40 898030', '+49 611 92780'","Electronics', 'Retail', 'Autonomous Vehicles', 'Lighting', 'Power Supplies', 'Electronic Parts', 'Electrical Supplies', 'Distribution and Wholesalers', 'B2C', 'B2B'","amazon_payments', 'bing_advertiser', 'google_tag_manager', 'nginx', 'tawk', 'hotjar', 'piwik', 'stripe'","payment', 'advertising', 'tag_management', 'web_servers', 'live_chat', 'website_optimization', 'analytics'",Europe/Berlin,private,1
https://www.beyerdynamic.de,beyerdynamic,Household Durables,"beyerdynamic, a leading audio manufacturer since 1924, offers innovative audio products like microphones, headphones, and conference systems, all engineered and made in Germany.",25201010,Consumer Durables & Apparel,334310',334310',33,Consumer Discretionary,3679',36,Consumer Electronics,Germany,DE,49.1426929,9.210879,155085,"help@beyerdynamic.de', 'info@beyerdynamic.de', 'service@beyerdynamic.de', 'bewerbung@beyerdynamic.de', 'pr@beyerdynamic.de', 'aufrecht@beyerdynamic.de', 'ces2018-press@beyerdynamic.de', 'michaela.koch@beyerdynamic.de'","+49 7131 6170', '+49 7131 61722', '+49 7131 617300', '+49 7131 617224'","Consumer Electronics', 'Manufacturing', 'Audio', 'Audio Production', 'E-commerce', 'Electrical', 'Audio Devices', 'Computers', 'Wireless Communications', 'Tours and Sightseeing', 'Broadcasting', 'Podcasts', 'Film', 'Communications Equipment', 'Industrials & Manufacturing', 'B2C', 'B2B'","amazon_ses', 'google_analytics', 'google_tag_manager', 'magento', 'magento_v2', 'microsoft_exchange_online', 'new_relic', 'nosto', 'outlook', 'microsoft_office_365', 'instagram', 'wistia', 'appnexus', 'openx', 'mediamath', 'the_trade_desk', 'pubmatic', 'saleslogix', 'sap_sales_order_management', 'rubicon_project', 'microsoft_dynamics', 'google_search_appliance', 'facebook_conversion_tracking', 'sap_crm', 'zedo'","email_delivery_service', 'analytics', 'tag_management', 'ecommerce', 'email_hosting_service', 'monitoring', 'productivity', 'social_sharing', 'image_video_services', 'advertising', 'crm', 'accounting_and_finance', 'marketing_automation', 'conversion_optimization'",Europe/Berlin,private,1
https://bkservice24.de,,,,,,,,,,,,,,,,,,,,,,,,,
https://bestpricehearing.com,Best Price Hearing,Health Care Providers & Services,Achieve optimal hearing health cost-effectively with the perfect hearing solution. We offer you the best hearing aids at affordable prices.,,Health Care Equipment & Services,,,62,Health Care,,80,Health Care,,,,,,"Info@bestpricehearing.com', 'info@bestpricehearing.com'",,"Health Care', 'Medical Devices', 'Retail', 'Audio Accessibility', 'Heating & Cooling', 'Customer Care', 'Affordable Healthcare Services', 'Tech Innovation', 'Personalized Medicine', 'B2C', 'E-Commerce'","amazon_payments', 'cloud_flare', 'facebook_advertiser', 'facebook_connect', 'shopify', 'twitter_button', 'go_squared'","payment', 'dns', 'advertising', 'authentication_services', 'ecommerce', 'social_sharing', 'live_chat'",,private,
https://boatmanboat.de,Boatman Futterboote,Consumer Goods,,,Consumer Durables & Apparel,,,,Consumer Discretionary,,,Consumer Goods,Germany,DE,51.165691,10.451526,,info@boatmanboat.de',+31 485 800 308',"Boating', 'Consumer Goods', 'Consumer Electronics', 'Recreation', 'Outdoor Gear', 'Adventure Activities', 'B2C', 'E-Commerce'","google_tag_manager', 'microsoft_exchange_online', 'outlook', 'woo_commerce', 'wordpress', 'youtube', 'microsoft_office_365', 'google_analytics'","tag_management', 'email_hosting_service', 'ecommerce', 'content_management_system', 'image_video_services', 'productivity', 'analytics'",Europe/Berlin,private,1
https://brocon-vertrieb.de,,,,,,,,,,,,,,,,,,,,,,,,,
https://brand-distribution.com,brand-distribution.com,Electrical Equipment,"brand-distribution.com is your specialist for Smart Home and Audio solutions, as well as accessories for smartphones, tablets, TVs, laptops, and PCs. They offer a range of products and services to enhance your digital lifestyle.",25501010,Capital Goods,423690',423690',42,Industrials,5065',50,Electrical Equipment,Germany,DE,48.122618,11.5447862,8581575,,,"Consumer Electronics', 'Retail', 'Smart Home', 'Audio/Visual', 'Tech Accessories', 'Tech Innovation', 'Wholesale', 'Electronic Parts', 'Electrical Supplies', 'Distribution and Wholesalers', 'Electronics', 'B2B', 'B2C', 'E-Commerce'","apache', 'java', 'microsoft_exchange_online', 'outlook', 'recaptcha', 'microsoft_office_365'","web_servers', 'programming_framework', 'email_hosting_service', 'authentication_services', 'productivity'",Europe/Berlin,private,1
https://buero-feierabend.de,Feierabend,Specialty Retail,"Feierabend GmbH Bürotechnik & Büroeinrichtung is your partner for office furniture and office technology in the Bavarian Oberland and the southern Munich area, based in Bad Tölz. With free shipping and delivery within 3-4 weeks, we offer a range of pro...",25504060,Retailing,442110',449110',44,Consumer Discretionary,5712',57,Homefurnishing Retail,Germany,DE,51.165691,10.451526,4082613,"info@buero-feierabend.de', 'thomas.seidinger@buero-feierabend.de', 'max.schuster@buero-feierabend.de', 'max.huser@buero-feierabend.de', 'datenschutz@buero-feierabend.de', 'moebel@buero-feierabend.de', 'technik@buero-feierabend.de', 'vertrieb@buero-feierabend.de'","+49 8041 780250', '+49 8041 780245', '+49 8041 780286', '+49 8041 78020'","Furniture', 'E-commerce', 'Business Supplies', 'Office Productivity', 'IT Management', 'Technology Consulting', 'Retail', 'Home and Kitchen Appliances', 'Information Technology & Services', 'B2B', 'B2C'","apache', '1_and_1_hosting', 'woo_commerce', 'wordpress', 'google_tag_manager', 'paypal'","web_servers', 'web_hosting', 'ecommerce', 'content_management_system', 'tag_management', 'payment'",Europe/Berlin,private,1
https://breutehaus.de,,,,,,,,,,,,,,,,,,,,,,,,,
https://buvtec.de,BUVTEC,Professional Services,"Buvtec Technik für Heim, Haus & Garten Die Firma BUV Handel ist ein Consultingunternehmen, das sich mit der Beratung von Handelsbetrieben (vor allem Filialisten) und Unternehmensgründungen beschäftigt (www.buvhandel.net). Ein Tochterunternehmen ist die...",20202020,Commercial & Professional Services,541613',541613',54,Industrials,8742',87,Consulting,Germany,DE,49.5469926,11.9881145,5542543,service@buvtec.de',+49 9622 7189633',"Home & Furniture', 'Computers', 'Retail', 'Online Business', 'Home Improvement', 'Garden Supplies', 'Retail Store', 'Food Products', 'E-commerce Solutions', 'Customer Care', 'Pricing Strategies', 'Marketing', 'Consulting', 'Professional Services', 'Agency', 'E-Commerce', 'B2C', 'B2B'","google_tag_manager', 'amazon_payments', 'piwik', 'nginx', 'facebook_social_plugins'","tag_management', 'payment', 'analytics', 'web_servers', 'social_sharing'",Europe/Berlin,private,1
https://bronson-energy.com,Bronson,Electrical Equipment,"Bronson specializes in portable lithium batteries, offering a new line of reliable power solutions.",20104010,Capital Goods,335999',335999',33,Industrials,3699',36,Electrical Equipment,United States,US,45.4194099,-94.0488721,3780915,,,"Manufacturing', 'Electrical', 'Energy', 'Batteries', 'Renewable and Alternative Energy', 'Renewable Energy', 'Energy Analysis', 'Sustainability', 'Green Business', 'Electrical Supplies', 'Power Supplies', 'B2C'","google_apps', 'google_tag_manager', 'namecheap_dns'","productivity', 'tag_management', 'dns'",America/Chicago,private,-6
https://www.buhl.de,:buhl,Internet Software & Services,":buhl is the German market leader in financial and tax software. They develop software and apps that help users save on taxes, manage their finances, and stay organized in their office. Their products are user-friendly, award-winning, and available for...",45103010,Software & Services,511210',513210',51,Information Technology,7372',73,Internet Software & Services,Germany,DE,50.789937,8.0074345,26961,"datenschutz-anfrage@buhl.de', 'datenschutz@buhl-data.com'",,"Software', 'Accounting', 'Financial Services', 'Software Development', 'Tax Services', 'Financial Accounting', 'Financial Education', 'Management Services', 'Financial Advisers', 'Publishers', 'Information', 'Publishing', 'Information Technology & Services', 'B2B', 'Enterprise', 'SAAS'","microsoft_exchange_online', 'outlook', 'wordpress', 'android', 'ios', 'google_tag_manager', 'youtube', 'piwik', 'stripe', 'appnexus', 'woo_commerce', 'atlassian_confluence', 'the_trade_desk', 'mongodb', 'rubicon_project', 'salesforce', 'mysql', 'applepay', 'atlassian_jira'","email_hosting_service', 'content_management_system', 'operating_system', 'programming_framework', 'tag_management', 'image_video_services', 'analytics', 'payment', 'advertising', 'ecommerce', 'productivity', 'database', 'crm', 'project_management_software'",Europe/Berlin,private,1
https://buerando.de,,,,,,,,,,,,,,,,,,,,,,,,,
https://bluestein.de,Bluestein,Industrial Conglomerates,"Bluestein is a specialist in premium accessories, offering high-quality titanium bracelets for Apple Watch. Their products combine design, elegance, and durability, providing a personalized style for your mobile lifestyle. Additionally, they provide co...",25202010,Capital Goods,339999',339999',33,Industrials,3999',39,Industrials & Manufacturing,Germany,DE,48.6616037,9.3501336,681507,service@bluestein.de',,"Consumer Electronics', 'Technology', 'Retail', 'Consumer Discretionary', 'Apparel & Footwear', 'Fashion', 'Tech Accessories', 'Consumer Goods', 'Luxury Goods', 'Jewelry', 'Watches', 'Manufacturing', 'Computer Hardware', 'E-Commerce'","cloud_flare', 'google_tag_manager', 'mailgun', 'microsoft_exchange_online', 'outlook', 'shopify', 'microsoft_office_365', 'youtube', 'conversio', 'facebook_advertiser', 'google_analytics'","dns', 'tag_management', 'email_delivery_service', 'email_hosting_service', 'ecommerce', 'productivity', 'image_video_services', 'marketing_automation', 'advertising', 'analytics'",Europe/Berlin,private,1
https://blackforestmotion.com,Black Forest Motion,Household Durables,"Black Forest Motion specializes in developing advanced motion control solutions for photography and videography, exemplified by their PINE II controller, which offers powerful motor drivers for both their own and third-party motor units, enabling nearl...",25201010,Consumer Durables & Apparel,"334310', '334419'","334310', '334419'",33,Consumer Discretionary,"3679', '3679'",36,Consumer Electronics,Germany,DE,48.1412692,8.2143877,2870394,,"+49 7722 92020', '+49 7722 96503'","Industrials & Manufacturing', 'Electrical', 'Technology', 'Automation', 'Photography Equipment', 'Photography', 'Video Creation', 'Visual Design, Multimedia Design', 'Audio', 'Film', 'Communications Equipment', 'Manufacturing', 'Electronics', 'Metals', 'B2C'","cloud_flare', 'google_tag_manager', 'vimeo', 'woo_commerce', 'wordpress', 'amazon_s3', 'conversio'","dns', 'tag_management', 'image_video_services', 'ecommerce', 'content_management_system', 'cloud_computing_services', 'marketing_automation'",Europe/Berlin,private,1
https://bubahun.com,,,,,,,,,,,,,,,,,,,,,,,,,
https://boomstore.de,boomstore,Internet Software & Services,"Boomstore is a software development company that specializes in creating innovative software solutions for businesses. With a focus on cutting-edge technology and user-friendly interfaces, Boomstore helps companies streamline their operations and enhan...",,Software & Services,,,51,Information Technology,,48,Internet Software & Services,Germany,DE,51.165691,10.451526,890074,,,Information Technology & Services',"mandrill', 'microsoft_exchange_online', 'outlook'","email_delivery_service', 'email_hosting_service'",Europe/Berlin,private,1
https://camerawelt.com,"Camerawelt.com - Sicherheitstechnik: Überwachungskameras, Alarmanlage",Professional Services,"Camerawelt.com Sicherheitstechnik: Überwachungskameras, Alarmanlage Installation Montage von Überwachungskameras in Düsseldorf. Hochqualitative Komplettsets für Videoüberwachung, WLAN IP Kameras, NVRs, DVRs, CVI Kameras, 4K Die Kameras werden per Netzw...",20201080,Commercial & Professional Services,561621',561621',56,Industrials,7382',73,Professional Services,United States,US,37.3320003,-122.0307812,7297908,info@camerawelt.com',"+49 211 9753270', '+49 211 975327', '+49 211 569275'","Security', 'Video Security', 'Security and Alarm Systems', 'Home Improvement', 'Electrical', 'Services', 'Installation Services', 'Technology', 'Safety & Security', 'Consultancy', 'Maintenance', 'Alarm', 'Monitoring Services', 'B2C'","amazon_payments', 'nginx', 'paypal'","payment', 'web_servers'",America/Los_Angeles,private,-8
